Year,Month,Anomaly,Season
2021,06,0.86,Spring
2021,07,0.92,Summer
2021,08,0.84,Summer
2021,09,0.92,Summer
2021,10,1.0,Fall
2021,11,0.95,Fall
2021,12,0.87,Fall
2022,01,0.93,Winter
2022,02,0.92,Winter
2022,03,1.11,Winter
2022,04,0.9,Spring
2022,05,0.86,Spring
2022,06,0.9,Spring
2022,07,0.89,Summer
2022,08,0.93,Summer
